AnzscoCode,Level,Date,NoOfVacancies,State,Title
3A,3,01/06/2012,362.46,NSW,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/06/2012,122.3,NSW,"Jewellers, Arts and Other Trades Workers"
4,2,01/06/2012,3370.42,NSW,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/06/2012,210.52,NSW,Health and Welfare Support Workers
42,3,01/06/2012,1450.43,NSW,Carers and Aides
43,3,01/06/2012,997.24,NSW,Hospitality Workers
44,3,01/06/2012,186.86,NSW,Protective Service Workers
45,3,01/06/2012,520.33,NSW,"Sports, Travel and Personal Service Workers"
5,2,01/06/2012,9938.89,NSW,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/06/2012,2508.53,NSW,Numerical Clerks
56,3,01/06/2012,218.56,NSW,Clerical and Office Support Workers
59,3,01/06/2012,1490.75,NSW,Other Clerical and Administrative Workers
5A,3,01/06/2012,1594.49,NSW,"Office Managers, Administrators and Secretaries"
5B,3,01/06/2012,4192.88,NSW,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/06/2012,5311.31,NSW,SALES WORKERS
61,3,01/06/2012,1670.21,NSW,Sales Representatives and Agents
62,3,01/06/2012,3041.95,NSW,Sales Assistants and Salespersons
63,3,01/06/2012,588.91,NSW,Sales Support Workers
7,2,01/06/2012,2302.07,NSW,MACHINERY OPERATORS AND DRIVERS
71,3,01/06/2012,449.49,NSW,Machine and Stationary Plant Operators
72,3,01/06/2012,549.77,NSW,Mobile Plant Operators
7A,3,01/06/2012,1294.73,NSW,Drivers and Storepersons
8,2,01/06/2012,3985.27,NSW,LABOURERS
81,3,01/06/2012,729.19,NSW,Cleaners and Laundry Workers
82,3,01/06/2012,259.44,NSW,Construction and Mining Labourers
83,3,01/06/2012,664.85,NSW,Factory Process Workers
84,3,01/06/2012,245.8,NSW,"Farm, Forestry and Garden Workers"
85,3,01/06/2012,385.74,NSW,Food Preparation Assistants
89,3,01/06/2012,1668.97,NSW,Other Labourers
0,1,01/06/2012,38784.03,VIC,VIC TOTAL
1,2,01/06/2012,5120.75,VIC,MANAGERS
11,3,01/06/2012,175.97,VIC,"Chief Executives, Managing Directors & Legislators"
12,3,01/06/2012,25.42,VIC,Farmers and Farm Managers
14,3,01/06/2012,1154.29,VIC,"Hospitality, Retail and Service Managers"
1A,3,01/06/2012,2341.95,VIC,Corporate Managers
1B,3,01/06/2012,1136.6,VIC,"Construction, Production and Distribution Managers"
1C,3,01/06/2012,310.98,VIC,"Health, Education, ICT and Other Managers"
2,2,01/06/2012,10257.49,VIC,PROFESSIONALS
21,3,01/06/2012,145.65,VIC,Arts and Media Professionals
24,3,01/06/2012,228.61,VIC,Education Professionals
26,3,01/06/2012,2765.26,VIC,ICT Professionals
27,3,01/06/2012,800.43,VIC,"Legal, Social and Welfare Professionals"
2A,3,01/06/2012,2202.56,VIC,"Business, Finance and Human Resource Professionals"
2B,3,01/06/2012,446.44,VIC,Information Professionals
2C,3,01/06/2012,702.32,VIC,"Sales, Marketing & Public Relations Professionals"
2D,3,01/06/2012,536.83,VIC,"Transport and Design Professionals, and Architects"
2E,3,01/06/2012,991.5,VIC,Engineers
2F,3,01/06/2012,191.38,VIC,Science Professionals and Veterinarians
2G,3,01/06/2012,466.99,VIC,Health Diagnostic and Therapy Professionals
2H,3,01/06/2012,819.01,VIC,Medical Practitioners and Nurses
3,2,01/06/2012,4313.08,VIC,TECHNICIANS AND TRADES WORKERS
31,3,01/06/2012,1036.99,VIC,"Engineering, ICT and Science Technicians"
32,3,01/06/2012,1069.98,VIC,Automotive and Engineering Trades Workers
33,3,01/06/2012,434.52,VIC,Construction Trades Workers
34,3,01/06/2012,316.06,VIC,Electrotechnology and Telecommunications Trades Workers
35,3,01/06/2012,898.54,VIC,Food Trades Workers
36,3,01/06/2012,177.78,VIC,Skilled Animal and Horticultural Workers
3A,3,01/06/2012,325.19,VIC,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/06/2012,83.31,VIC,"Jewellers, Arts and Other Trades Workers"
4,2,01/06/2012,2746.74,VIC,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/06/2012,208.13,VIC,Health and Welfare Support Workers
42,3,01/06/2012,1134.43,VIC,Carers and Aides
43,3,01/06/2012,872.28,VIC,Hospitality Workers
44,3,01/06/2012,155.62,VIC,Protective Service Workers
45,3,01/06/2012,351.77,VIC,"Sports, Travel and Personal Service Workers"
5,2,01/06/2012,7192.67,VIC,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/06/2012,1529.99,VIC,Numerical Clerks
56,3,01/06/2012,176.11,VIC,Clerical and Office Support Workers
59,3,01/06/2012,1057.17,VIC,Other Clerical and Administrative Workers
5A,3,01/06/2012,1213.71,VIC,"Office Managers, Administrators and Secretaries"
5B,3,01/06/2012,3202.23,VIC,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/06/2012,4020.27,VIC,SALES WORKERS
61,3,01/06/2012,1340.3,VIC,Sales Representatives and Agents
62,3,01/06/2012,2310.68,VIC,Sales Assistants and Salespersons
63,3,01/06/2012,367.41,VIC,Sales Support Workers
7,2,01/06/2012,1921.01,VIC,MACHINERY OPERATORS AND DRIVERS
71,3,01/06/2012,426.41,VIC,Machine and Stationary Plant Operators
72,3,01/06/2012,395.65,VIC,Mobile Plant Operators
7A,3,01/06/2012,1091.36,VIC,Drivers and Storepersons
8,2,01/06/2012,3332.62,VIC,LABOURERS
81,3,01/06/2012,722.1,VIC,Cleaners and Laundry Workers
82,3,01/06/2012,160.84,VIC,Construction and Mining Labourers
83,3,01/06/2012,749.14,VIC,Factory Process Workers
84,3,01/06/2012,262.69,VIC,"Farm, Forestry and Garden Workers"
85,3,01/06/2012,335.97,VIC,Food Preparation Assistants
89,3,01/06/2012,1143.18,VIC,Other Labourers
0,1,01/06/2012,40205.68,QLD,QLD TOTAL
1,2,01/06/2012,3932.76,QLD,MANAGERS
11,3,01/06/2012,174.66,QLD,"Chief Executives, Managing Directors & Legislators"
12,3,01/06/2012,10.55,QLD,Farmers and Farm Managers
14,3,01/06/2012,1058.38,QLD,"Hospitality, Retail and Service Managers"
1A,3,01/06/2012,1523.97,QLD,Corporate Managers
1B,3,01/06/2012,970.17,QLD,"Construction, Production and Distribution Managers"
1C,3,01/06/2012,239.02,QLD,"Health, Education, ICT and Other Managers"
2,2,01/06/2012,11192.17,QLD,PROFESSIONALS
21,3,01/06/2012,131.57,QLD,Arts and Media Professionals
24,3,01/06/2012,212.37,QLD,Education Professionals
26,3,01/06/2012,1322.86,QLD,ICT Professionals
27,3,01/06/2012,1040,QLD,"Legal, Social and Welfare Professionals"
2A,3,01/06/2012,2103.76,QLD,"Business, Finance and Human Resource Professionals"
2B,3,01/06/2012,245.87,QLD,Information Professionals
2C,3,01/06/2012,407.96,QLD,"Sales, Marketing & Public Relations Professionals"
2D,3,01/06/2012,428.83,QLD,"Transport and Design Professionals, and Architects"
2E,3,01/06/2012,2916.2,QLD,Engineers
2F,3,01/06/2012,1155.92,QLD,Science Professionals and Veterinarians
2G,3,01/06/2012,514.37,QLD,Health Diagnostic and Therapy Professionals
2H,3,01/06/2012,816.39,QLD,Medical Practitioners and Nurses
3,2,01/06/2012,6248.57,QLD,TECHNICIANS AND TRADES WORKERS
31,3,01/06/2012,1465.12,QLD,"Engineering, ICT and Science Technicians"
32,3,01/06/2012,1986.14,QLD,Automotive and Engineering Trades Workers
33,3,01/06/2012,504.24,QLD,Construction Trades Workers
34,3,01/06/2012,672.05,QLD,Electrotechnology and Telecommunications Trades Workers
35,3,01/06/2012,944.88,QLD,Food Trades Workers
36,3,01/06/2012,184.97,QLD,Skilled Animal and Horticultural Workers
3A,3,01/06/2012,365.54,QLD,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/06/2012,120.44,QLD,"Jewellers, Arts and Other Trades Workers"
4,2,01/06/2012,2653.05,QLD,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/06/2012,213.17,QLD,Health and Welfare Support Workers
42,3,01/06/2012,928.27,QLD,Carers and Aides
43,3,01/06/2012,939.55,QLD,Hospitality Workers
44,3,01/06/2012,159.62,QLD,Protective Service Workers
45,3,01/06/2012,408.46,QLD,"Sports, Travel and Personal Service Workers"
5,2,01/06/2012,6091.67,QLD,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/06/2012,1339.79,QLD,Numerical Clerks
56,3,01/06/2012,259.08,QLD,Clerical and Office Support Workers
59,3,01/06/2012,761.6,QLD,Other Clerical and Administrative Workers
5A,3,01/06/2012,1028.31,QLD,"Office Managers, Administrators and Secretaries"
5B,3,01/06/2012,2723.98,QLD,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/06/2012,3617.05,QLD,SALES WORKERS
61,3,01/06/2012,1050.01,QLD,Sales Representatives and Agents
62,3,01/06/2012,2144.64,QLD,Sales Assistants and Salespersons
63,3,01/06/2012,404.6,QLD,Sales Support Workers
7,2,01/06/2012,2761.63,QLD,MACHINERY OPERATORS AND DRIVERS
71,3,01/06/2012,708.81,QLD,Machine and Stationary Plant Operators
72,3,01/06/2012,611.99,QLD,Mobile Plant Operators
7A,3,01/06/2012,1412.41,QLD,Drivers and Storepersons
8,2,01/06/2012,3738.97,QLD,LABOURERS
81,3,01/06/2012,795.12,QLD,Cleaners and Laundry Workers
82,3,01/06/2012,382.55,QLD,Construction and Mining Labourers
83,3,01/06/2012,445.54,QLD,Factory Process Workers
84,3,01/06/2012,294.17,QLD,"Farm, Forestry and Garden Workers"
85,3,01/06/2012,360.17,QLD,Food Preparation Assistants
89,3,01/06/2012,1455.58,QLD,Other Labourers
0,1,01/06/2012,9205.13,SA,SA TOTAL
1,2,01/06/2012,902.6,SA,MANAGERS
11,3,01/06/2012,48.43,SA,"Chief Executives, Managing Directors & Legislators"
12,3,01/06/2012,7.18,SA,Farmers and Farm Managers
14,3,01/06/2012,260.28,SA,"Hospitality, Retail and Service Managers"
1A,3,01/06/2012,350.91,SA,Corporate Managers
1B,3,01/06/2012,187.82,SA,"Construction, Production and Distribution Managers"
1C,3,01/06/2012,66.01,SA,"Health, Education, ICT and Other Managers"
2,2,01/06/2012,1950.77,SA,PROFESSIONALS
21,3,01/06/2012,26.94,SA,Arts and Media Professionals
24,3,01/06/2012,56.51,SA,Education Professionals
26,3,01/06/2012,317.58,SA,ICT Professionals
27,3,01/06/2012,157.91,SA,"Legal, Social and Welfare Professionals"
2A,3,01/06/2012,412.55,SA,"Business, Finance and Human Resource Professionals"
2B,3,01/06/2012,53.18,SA,Information Professionals
2C,3,01/06/2012,80.38,SA,"Sales, Marketing & Public Relations Professionals"
2D,3,01/06/2012,66.9,SA,"Transport and Design Professionals, and Architects"
2E,3,01/06/2012,293.74,SA,Engineers
2F,3,01/06/2012,76.13,SA,Science Professionals and Veterinarians
2G,3,01/06/2012,160.3,SA,Health Diagnostic and Therapy Professionals
2H,3,01/06/2012,268.24,SA,Medical Practitioners and Nurses
3,2,01/06/2012,1324.2,SA,TECHNICIANS AND TRADES WORKERS
31,3,01/06/2012,227.48,SA,"Engineering, ICT and Science Technicians"
32,3,01/06/2012,426.09,SA,Automotive and Engineering Trades Workers
33,3,01/06/2012,78.28,SA,Construction Trades Workers
34,3,01/06/2012,153.21,SA,Electrotechnology and Telecommunications Trades Workers
35,3,01/06/2012,251.21,SA,Food Trades Workers
36,3,01/06/2012,38.59,SA,Skilled Animal and Horticultural Workers
3A,3,01/06/2012,110.22,SA,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/06/2012,33.12,SA,"Jewellers, Arts and Other Trades Workers"
4,2,01/06/2012,794.54,SA,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/06/2012,65.8,SA,Health and Welfare Support Workers
42,3,01/06/2012,320.62,SA,Carers and Aides
43,3,01/06/2012,269.28,SA,Hospitality Workers
44,3,01/06/2012,48.73,SA,Protective Service Workers
45,3,01/06/2012,82.91,SA,"Sports, Travel and Personal Service Workers"
5,2,01/06/2012,1405.82,SA,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/06/2012,234.69,SA,Numerical Clerks
56,3,01/06/2012,98.29,SA,Clerical and Office Support Workers
59,3,01/06/2012,157.8,SA,Other Clerical and Administrative Workers
5A,3,01/06/2012,176.77,SA,"Office Managers, Administrators and Secretaries"
5B,3,01/06/2012,762.48,SA,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/06/2012,890.12,SA,SALES WORKERS
61,3,01/06/2012,196.84,SA,Sales Representatives and Agents
62,3,01/06/2012,590.08,SA,Sales Assistants and Salespersons
63,3,01/06/2012,104.46,SA,Sales Support Workers
7,2,01/06/2012,709.47,SA,MACHINERY OPERATORS AND DRIVERS
71,3,01/06/2012,131.9,SA,Machine and Stationary Plant Operators
72,3,01/06/2012,164.56,SA,Mobile Plant Operators
7A,3,01/06/2012,406.23,SA,Drivers and Storepersons
8,2,01/06/2012,1142.43,SA,LABOURERS
81,3,01/06/2012,213.84,SA,Cleaners and Laundry Workers
82,3,01/06/2012,85.62,SA,Construction and Mining Labourers
83,3,01/06/2012,160.04,SA,Factory Process Workers
84,3,01/06/2012,95.69,SA,"Farm, Forestry and Garden Workers"
85,3,01/06/2012,111.93,SA,Food Preparation Assistants
89,3,01/06/2012,448.26,SA,Other Labourers
0,1,01/06/2012,27923.94,WA,WA TOTAL
1,2,01/06/2012,3209.71,WA,MANAGERS
11,3,01/06/2012,115.42,WA,"Chief Executives, Managing Directors & Legislators"
12,3,01/06/2012,4.11,WA,Farmers and Farm Managers
14,3,01/06/2012,611.11,WA,"Hospitality, Retail and Service Managers"
1A,3,01/06/2012,1193.48,WA,Corporate Managers
1B,3,01/06/2012,994.99,WA,"Construction, Production and Distribution Managers"
1C,3,01/06/2012,213.44,WA,"Health, Education, ICT and Other Managers"
2,2,01/06/2012,8892.1,WA,PROFESSIONALS
21,3,01/06/2012,122.33,WA,Arts and Media Professionals
24,3,01/06/2012,57.68,WA,Education Professionals
26,3,01/06/2012,859.79,WA,ICT Professionals
27,3,01/06/2012,394.16,WA,"Legal, Social and Welfare Professionals"
2A,3,01/06/2012,1586.89,WA,"Business, Finance and Human Resource Professionals"
2B,3,01/06/2012,194.72,WA,Information Professionals
2C,3,01/06/2012,268.54,WA,"Sales, Marketing & Public Relations Professionals"
2D,3,01/06/2012,354.11,WA,"Transport and Design Professionals, and Architects"
2E,3,01/06/2012,3098.98,WA,Engineers
2F,3,01/06/2012,1138.79,WA,Science Professionals and Veterinarians
2G,3,01/06/2012,400.98,WA,Health Diagnostic and Therapy Professionals
2H,3,01/06/2012,353.41,WA,Medical Practitioners and Nurses
3,2,01/06/2012,4515.34,WA,TECHNICIANS AND TRADES WORKERS
31,3,01/06/2012,1083.77,WA,"Engineering, ICT and Science Technicians"
32,3,01/06/2012,2145.27,WA,Automotive and Engineering Trades Workers
33,3,01/06/2012,160.8,WA,Construction Trades Workers
34,3,01/06/2012,584.09,WA,Electrotechnology and Telecommunications Trades Workers
35,3,01/06/2012,347.62,WA,Food Trades Workers
36,3,01/06/2012,78.24,WA,Skilled Animal and Horticultural Workers
3A,3,01/06/2012,93.28,WA,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/06/2012,55.84,WA,"Jewellers, Arts and Other Trades Workers"
4,2,01/06/2012,1078.93,WA,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/06/2012,99.77,WA,Health and Welfare Support Workers
42,3,01/06/2012,402.45,WA,Carers and Aides
43,3,01/06/2012,325.06,WA,Hospitality Workers
44,3,01/06/2012,68.83,WA,Protective Service Workers
45,3,01/06/2012,182.11,WA,"Sports, Travel and Personal Service Workers"
5,2,01/06/2012,4468.08,WA,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/06/2012,947.88,WA,Numerical Clerks
56,3,01/06/2012,180.29,WA,Clerical and Office Support Workers
59,3,01/06/2012,615.84,WA,Other Clerical and Administrative Workers
5A,3,01/06/2012,835.21,WA,"Office Managers, Administrators and Secretaries"
5B,3,01/06/2012,1893.7,WA,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/06/2012,1919.51,WA,SALES WORKERS
61,3,01/06/2012,643.46,WA,Sales Representatives and Agents
62,3,01/06/2012,1056.24,WA,Sales Assistants and Salespersons
63,3,01/06/2012,169.48,WA,Sales Support Workers
7,2,01/06/2012,2105.41,WA,MACHINERY OPERATORS AND DRIVERS
71,3,01/06/2012,617.44,WA,Machine and Stationary Plant Operators
72,3,01/06/2012,671.05,WA,Mobile Plant Operators
7A,3,01/06/2012,812.78,WA,Drivers and Storepersons
8,2,01/06/2012,1902.75,WA,LABOURERS
81,3,01/06/2012,260.51,WA,Cleaners and Laundry Workers
82,3,01/06/2012,309.77,WA,Construction and Mining Labourers
83,3,01/06/2012,252.2,WA,Factory Process Workers
84,3,01/06/2012,55.3,WA,"Farm, Forestry and Garden Workers"
85,3,01/06/2012,175.17,WA,Food Preparation Assistants
89,3,01/06/2012,840.35,WA,Other Labourers
0,1,01/06/2012,1518.05,TAS,TAS TOTAL
1,2,01/06/2012,126.7,TAS,MANAGERS
11,3,01/06/2012,9.83,TAS,"Chief Executives, Managing Directors & Legislators"
12,3,01/06/2012,2.33,TAS,Farmers and Farm Managers
14,3,01/06/2012,33.36,TAS,"Hospitality, Retail and Service Managers"
1A,3,01/06/2012,45.74,TAS,Corporate Managers
1B,3,01/06/2012,22.95,TAS,"Construction, Production and Distribution Managers"
1C,3,01/06/2012,7.62,TAS,"Health, Education, ICT and Other Managers"
2,2,01/06/2012,296.16,TAS,PROFESSIONALS
21,3,01/06/2012,9.21,TAS,Arts and Media Professionals
24,3,01/06/2012,11.32,TAS,Education Professionals
26,3,01/06/2012,27.27,TAS,ICT Professionals
27,3,01/06/2012,30.84,TAS,"Legal, Social and Welfare Professionals"
2A,3,01/06/2012,40.45,TAS,"Business, Finance and Human Resource Professionals"
2B,3,01/06/2012,8.63,TAS,Information Professionals
2C,3,01/06/2012,7.54,TAS,"Sales, Marketing & Public Relations Professionals"
2D,3,01/06/2012,11.59,TAS,"Transport and Design Professionals, and Architects"
2E,3,01/06/2012,45.36,TAS,Engineers
2F,3,01/06/2012,10.02,TAS,Science Professionals and Veterinarians
2G,3,01/06/2012,36.6,TAS,Health Diagnostic and Therapy Professionals
2H,3,01/06/2012,58.92,TAS,Medical Practitioners and Nurses
3,2,01/06/2012,253.6,TAS,TECHNICIANS AND TRADES WORKERS
31,3,01/06/2012,20.46,TAS,"Engineering, ICT and Science Technicians"
32,3,01/06/2012,78.55,TAS,Automotive and Engineering Trades Workers
33,3,01/06/2012,23.79,TAS,Construction Trades Workers
34,3,01/06/2012,24.63,TAS,Electrotechnology and Telecommunications Trades Workers
35,3,01/06/2012,89.84,TAS,Food Trades Workers
36,3,01/06/2012,4.49,TAS,Skilled Animal and Horticultural Workers
3A,3,01/06/2012,11.09,TAS,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/06/2012,9.64,TAS,"Jewellers, Arts and Other Trades Workers"
4,2,01/06/2012,135.21,TAS,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/06/2012,7.01,TAS,Health and Welfare Support Workers
42,3,01/06/2012,37.59,TAS,Carers and Aides
43,3,01/06/2012,69.28,TAS,Hospitality Workers
44,3,01/06/2012,16.95,TAS,Protective Service Workers
45,3,01/06/2012,12.05,TAS,"Sports, Travel and Personal Service Workers"
5,2,01/06/2012,180.36,TAS,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/06/2012,27.83,TAS,Numerical Clerks
56,3,01/06/2012,17.52,TAS,Clerical and Office Support Workers
59,3,01/06/2012,15.22,TAS,Other Clerical and Administrative Workers
5A,3,01/06/2012,24.05,TAS,"Office Managers, Administrators and Secretaries"
5B,3,01/06/2012,101.94,TAS,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/06/2012,174.22,TAS,SALES WORKERS
61,3,01/06/2012,29.71,TAS,Sales Representatives and Agents
62,3,01/06/2012,114.18,TAS,Sales Assistants and Salespersons
63,3,01/06/2012,23.22,TAS,Sales Support Workers
7,2,01/06/2012,101.77,TAS,MACHINERY OPERATORS AND DRIVERS
71,3,01/06/2012,17.01,TAS,Machine and Stationary Plant Operators
72,3,01/06/2012,21.05,TAS,Mobile Plant Operators
7A,3,01/06/2012,64.29,TAS,Drivers and Storepersons
8,2,01/06/2012,219.48,TAS,LABOURERS
81,3,01/06/2012,57.82,TAS,Cleaners and Laundry Workers
82,3,01/06/2012,16.86,TAS,Construction and Mining Labourers
83,3,01/06/2012,24.89,TAS,Factory Process Workers
84,3,01/06/2012,18.07,TAS,"Farm, Forestry and Garden Workers"
85,3,01/06/2012,28.7,TAS,Food Preparation Assistants
89,3,01/06/2012,80.75,TAS,Other Labourers
0,1,01/06/2012,3032.1,NT,NT TOTAL
1,2,01/06/2012,287.86,NT,MANAGERS
11,3,01/06/2012,18.03,NT,"Chief Executives, Managing Directors & Legislators"
12,3,01/06/2012,2.45,NT,Farmers and Farm Managers
14,3,01/06/2012,104.69,NT,"Hospitality, Retail and Service Managers"
1A,3,01/06/2012,77.23,NT,Corporate Managers
1B,3,01/06/2012,64.45,NT,"Construction, Production and Distribution Managers"
1C,3,01/06/2012,29.65,NT,"Health, Education, ICT and Other Managers"
2,2,01/06/2012,659.51,NT,PROFESSIONALS
21,3,01/06/2012,8.53,NT,Arts and Media Professionals
24,3,01/06/2012,29.94,NT,Education Professionals
26,3,01/06/2012,36.75,NT,ICT Professionals
27,3,01/06/2012,105.17,NT,"Legal, Social and Welfare Professionals"
2A,3,01/06/2012,89.83,NT,"Business, Finance and Human Resource Professionals"
2B,3,01/06/2012,22.08,NT,Information Professionals
2C,3,01/06/2012,16.17,NT,"Sales, Marketing & Public Relations Professionals"
2D,3,01/06/2012,29.12,NT,"Transport and Design Professionals, and Architects"
2E,3,01/06/2012,99.58,NT,Engineers
2F,3,01/06/2012,36.54,NT,Science Professionals and Veterinarians
2G,3,01/06/2012,50.94,NT,Health Diagnostic and Therapy Professionals
2H,3,01/06/2012,144.18,NT,Medical Practitioners and Nurses
3,2,01/06/2012,438.16,NT,TECHNICIANS AND TRADES WORKERS
31,3,01/06/2012,70.98,NT,"Engineering, ICT and Science Technicians"
32,3,01/06/2012,142.63,NT,Automotive and Engineering Trades Workers
33,3,01/06/2012,47.22,NT,Construction Trades Workers
34,3,01/06/2012,38.32,NT,Electrotechnology and Telecommunications Trades Workers
