AnzscoCode,Level,Date,NoOfVacancies,State,Title
24,3,01/06/2011,223.22,QLD,Education Professionals
26,3,01/06/2011,1800.46,QLD,ICT Professionals
27,3,01/06/2011,849.34,QLD,"Legal, Social and Welfare Professionals"
2A,3,01/06/2011,2348.06,QLD,"Business, Finance and Human Resource Professionals"
2B,3,01/06/2011,341.3,QLD,Information Professionals
2C,3,01/06/2011,437.84,QLD,"Sales, Marketing & Public Relations Professionals"
2D,3,01/06/2011,390.71,QLD,"Transport and Design Professionals, and Architects"
2E,3,01/06/2011,2618.09,QLD,Engineers
2F,3,01/06/2011,566.87,QLD,Science Professionals and Veterinarians
2G,3,01/06/2011,489.24,QLD,Health Diagnostic and Therapy Professionals
2H,3,01/06/2011,933.02,QLD,Medical Practitioners and Nurses
3,2,01/06/2011,6738.17,QLD,TECHNICIANS AND TRADES WORKERS
31,3,01/06/2011,1497.85,QLD,"Engineering, ICT and Science Technicians"
32,3,01/06/2011,2175.28,QLD,Automotive and Engineering Trades Workers
33,3,01/06/2011,577.06,QLD,Construction Trades Workers
34,3,01/06/2011,785.94,QLD,Electrotechnology and Telecommunications Trades Workers
35,3,01/06/2011,989.13,QLD,Food Trades Workers
36,3,01/06/2011,228.85,QLD,Skilled Animal and Horticultural Workers
3A,3,01/06/2011,347.03,QLD,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/06/2011,118.63,QLD,"Jewellers, Arts and Other Trades Workers"
4,2,01/06/2011,2882.83,QLD,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/06/2011,238.4,QLD,Health and Welfare Support Workers
42,3,01/06/2011,1037.26,QLD,Carers and Aides
43,3,01/06/2011,1008.49,QLD,Hospitality Workers
44,3,01/06/2011,194.62,QLD,Protective Service Workers
45,3,01/06/2011,393.52,QLD,"Sports, Travel and Personal Service Workers"
5,2,01/06/2011,6967.83,QLD,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/06/2011,1456.19,QLD,Numerical Clerks
56,3,01/06/2011,290.03,QLD,Clerical and Office Support Workers
59,3,01/06/2011,856.24,QLD,Other Clerical and Administrative Workers
5A,3,01/06/2011,1365.26,QLD,"Office Managers, Administrators and Secretaries"
5B,3,01/06/2011,3030.05,QLD,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/06/2011,3881.38,QLD,SALES WORKERS
61,3,01/06/2011,954.84,QLD,Sales Representatives and Agents
62,3,01/06/2011,2434.33,QLD,Sales Assistants and Salespersons
63,3,01/06/2011,466,QLD,Sales Support Workers
7,2,01/06/2011,3110.36,QLD,MACHINERY OPERATORS AND DRIVERS
71,3,01/06/2011,661.7,QLD,Machine and Stationary Plant Operators
72,3,01/06/2011,763.42,QLD,Mobile Plant Operators
7A,3,01/06/2011,1654.07,QLD,Drivers and Storepersons
8,2,01/06/2011,4278.45,QLD,LABOURERS
81,3,01/06/2011,870.77,QLD,Cleaners and Laundry Workers
82,3,01/06/2011,371.44,QLD,Construction and Mining Labourers
83,3,01/06/2011,546.57,QLD,Factory Process Workers
84,3,01/06/2011,343.51,QLD,"Farm, Forestry and Garden Workers"
85,3,01/06/2011,376.05,QLD,Food Preparation Assistants
89,3,01/06/2011,1757.73,QLD,Other Labourers
0,1,01/06/2011,11129.07,SA,SA TOTAL
1,2,01/06/2011,927.04,SA,MANAGERS
11,3,01/06/2011,37.62,SA,"Chief Executives, Managing Directors & Legislators"
12,3,01/06/2011,10.13,SA,Farmers and Farm Managers
14,3,01/06/2011,250.58,SA,"Hospitality, Retail and Service Managers"
1A,3,01/06/2011,348.31,SA,Corporate Managers
1B,3,01/06/2011,229.22,SA,"Construction, Production and Distribution Managers"
1C,3,01/06/2011,68.04,SA,"Health, Education, ICT and Other Managers"
2,2,01/06/2011,2385.37,SA,PROFESSIONALS
21,3,01/06/2011,50.38,SA,Arts and Media Professionals
24,3,01/06/2011,65.83,SA,Education Professionals
26,3,01/06/2011,361.2,SA,ICT Professionals
27,3,01/06/2011,191.68,SA,"Legal, Social and Welfare Professionals"
2A,3,01/06/2011,566.52,SA,"Business, Finance and Human Resource Professionals"
2B,3,01/06/2011,63.59,SA,Information Professionals
2C,3,01/06/2011,94.76,SA,"Sales, Marketing & Public Relations Professionals"
2D,3,01/06/2011,71.67,SA,"Transport and Design Professionals, and Architects"
2E,3,01/06/2011,352.36,SA,Engineers
2F,3,01/06/2011,106.69,SA,Science Professionals and Veterinarians
2G,3,01/06/2011,195.03,SA,Health Diagnostic and Therapy Professionals
2H,3,01/06/2011,262.88,SA,Medical Practitioners and Nurses
3,2,01/06/2011,1669.93,SA,TECHNICIANS AND TRADES WORKERS
31,3,01/06/2011,267.36,SA,"Engineering, ICT and Science Technicians"
32,3,01/06/2011,484.47,SA,Automotive and Engineering Trades Workers
33,3,01/06/2011,123.65,SA,Construction Trades Workers
34,3,01/06/2011,207.8,SA,Electrotechnology and Telecommunications Trades Workers
35,3,01/06/2011,381.78,SA,Food Trades Workers
36,3,01/06/2011,61.2,SA,Skilled Animal and Horticultural Workers
3A,3,01/06/2011,112.7,SA,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/06/2011,31.4,SA,"Jewellers, Arts and Other Trades Workers"
4,2,01/06/2011,1012.55,SA,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/06/2011,91.09,SA,Health and Welfare Support Workers
42,3,01/06/2011,378.99,SA,Carers and Aides
43,3,01/06/2011,358.16,SA,Hospitality Workers
44,3,01/06/2011,79.39,SA,Protective Service Workers
45,3,01/06/2011,99.01,SA,"Sports, Travel and Personal Service Workers"
5,2,01/06/2011,1582.81,SA,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/06/2011,267.25,SA,Numerical Clerks
56,3,01/06/2011,77.01,SA,Clerical and Office Support Workers
59,3,01/06/2011,172.58,SA,Other Clerical and Administrative Workers
5A,3,01/06/2011,246.51,SA,"Office Managers, Administrators and Secretaries"
5B,3,01/06/2011,841.1,SA,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/06/2011,1084.63,SA,SALES WORKERS
61,3,01/06/2011,258.08,SA,Sales Representatives and Agents
62,3,01/06/2011,702.14,SA,Sales Assistants and Salespersons
63,3,01/06/2011,123.54,SA,Sales Support Workers
7,2,01/06/2011,827.13,SA,MACHINERY OPERATORS AND DRIVERS
71,3,01/06/2011,199.89,SA,Machine and Stationary Plant Operators
72,3,01/06/2011,160.99,SA,Mobile Plant Operators
7A,3,01/06/2011,462.11,SA,Drivers and Storepersons
8,2,01/06/2011,1581.54,SA,LABOURERS
81,3,01/06/2011,271.55,SA,Cleaners and Laundry Workers
82,3,01/06/2011,120.25,SA,Construction and Mining Labourers
83,3,01/06/2011,238.21,SA,Factory Process Workers
84,3,01/06/2011,108.09,SA,"Farm, Forestry and Garden Workers"
85,3,01/06/2011,167.32,SA,Food Preparation Assistants
89,3,01/06/2011,653.87,SA,Other Labourers
0,1,01/06/2011,27434.23,WA,WA TOTAL
1,2,01/06/2011,2834.55,WA,MANAGERS
11,3,01/06/2011,56.56,WA,"Chief Executives, Managing Directors & Legislators"
12,3,01/06/2011,5.01,WA,Farmers and Farm Managers
14,3,01/06/2011,555.54,WA,"Hospitality, Retail and Service Managers"
1A,3,01/06/2011,976.34,WA,Corporate Managers
1B,3,01/06/2011,999.5,WA,"Construction, Production and Distribution Managers"
1C,3,01/06/2011,182.03,WA,"Health, Education, ICT and Other Managers"
2,2,01/06/2011,8204.99,WA,PROFESSIONALS
21,3,01/06/2011,95.5,WA,Arts and Media Professionals
24,3,01/06/2011,62.15,WA,Education Professionals
26,3,01/06/2011,960.2,WA,ICT Professionals
27,3,01/06/2011,405.62,WA,"Legal, Social and Welfare Professionals"
2A,3,01/06/2011,1496.35,WA,"Business, Finance and Human Resource Professionals"
2B,3,01/06/2011,198.79,WA,Information Professionals
2C,3,01/06/2011,268.04,WA,"Sales, Marketing & Public Relations Professionals"
2D,3,01/06/2011,351.28,WA,"Transport and Design Professionals, and Architects"
2E,3,01/06/2011,2618.02,WA,Engineers
2F,3,01/06/2011,1104.41,WA,Science Professionals and Veterinarians
2G,3,01/06/2011,375.82,WA,Health Diagnostic and Therapy Professionals
2H,3,01/06/2011,302.46,WA,Medical Practitioners and Nurses
3,2,01/06/2011,3988.39,WA,TECHNICIANS AND TRADES WORKERS
31,3,01/06/2011,1121.87,WA,"Engineering, ICT and Science Technicians"
32,3,01/06/2011,1520.16,WA,Automotive and Engineering Trades Workers
33,3,01/06/2011,196.47,WA,Construction Trades Workers
34,3,01/06/2011,511.11,WA,Electrotechnology and Telecommunications Trades Workers
35,3,01/06/2011,346.73,WA,Food Trades Workers
36,3,01/06/2011,120.82,WA,Skilled Animal and Horticultural Workers
3A,3,01/06/2011,102.1,WA,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/06/2011,67.18,WA,"Jewellers, Arts and Other Trades Workers"
4,2,01/06/2011,1369.79,WA,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/06/2011,123.81,WA,Health and Welfare Support Workers
42,3,01/06/2011,540.83,WA,Carers and Aides
43,3,01/06/2011,411.15,WA,Hospitality Workers
44,3,01/06/2011,127.74,WA,Protective Service Workers
45,3,01/06/2011,167.83,WA,"Sports, Travel and Personal Service Workers"
5,2,01/06/2011,4648.77,WA,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/06/2011,875.76,WA,Numerical Clerks
56,3,01/06/2011,239.48,WA,Clerical and Office Support Workers
59,3,01/06/2011,648.2,WA,Other Clerical and Administrative Workers
5A,3,01/06/2011,887.72,WA,"Office Managers, Administrators and Secretaries"
5B,3,01/06/2011,2008.17,WA,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/06/2011,2144.5,WA,SALES WORKERS
61,3,01/06/2011,610.1,WA,Sales Representatives and Agents
62,3,01/06/2011,1293.02,WA,Sales Assistants and Salespersons
63,3,01/06/2011,182.94,WA,Sales Support Workers
7,2,01/06/2011,2143.33,WA,MACHINERY OPERATORS AND DRIVERS
71,3,01/06/2011,620.31,WA,Machine and Stationary Plant Operators
72,3,01/06/2011,626.75,WA,Mobile Plant Operators
7A,3,01/06/2011,898.92,WA,Drivers and Storepersons
8,2,01/06/2011,2311.28,WA,LABOURERS
81,3,01/06/2011,422.72,WA,Cleaners and Laundry Workers
82,3,01/06/2011,268.75,WA,Construction and Mining Labourers
83,3,01/06/2011,348.48,WA,Factory Process Workers
84,3,01/06/2011,74.75,WA,"Farm, Forestry and Garden Workers"
85,3,01/06/2011,213.66,WA,Food Preparation Assistants
89,3,01/06/2011,965.89,WA,Other Labourers
0,1,01/06/2011,1929.06,TAS,TAS TOTAL
1,2,01/06/2011,176.78,TAS,MANAGERS
11,3,01/06/2011,7.75,TAS,"Chief Executives, Managing Directors & Legislators"
12,3,01/06/2011,5.48,TAS,Farmers and Farm Managers
14,3,01/06/2011,61.59,TAS,"Hospitality, Retail and Service Managers"
1A,3,01/06/2011,56.79,TAS,Corporate Managers
1B,3,01/06/2011,29.08,TAS,"Construction, Production and Distribution Managers"
1C,3,01/06/2011,15.78,TAS,"Health, Education, ICT and Other Managers"
2,2,01/06/2011,277.46,TAS,PROFESSIONALS
21,3,01/06/2011,9.44,TAS,Arts and Media Professionals
24,3,01/06/2011,7.64,TAS,Education Professionals
26,3,01/06/2011,29.26,TAS,ICT Professionals
27,3,01/06/2011,26.88,TAS,"Legal, Social and Welfare Professionals"
2A,3,01/06/2011,57.47,TAS,"Business, Finance and Human Resource Professionals"
2B,3,01/06/2011,3.22,TAS,Information Professionals
2C,3,01/06/2011,18.32,TAS,"Sales, Marketing & Public Relations Professionals"
2D,3,01/06/2011,12.11,TAS,"Transport and Design Professionals, and Architects"
2E,3,01/06/2011,41.62,TAS,Engineers
2F,3,01/06/2011,10.88,TAS,Science Professionals and Veterinarians
2G,3,01/06/2011,30.69,TAS,Health Diagnostic and Therapy Professionals
2H,3,01/06/2011,36.01,TAS,Medical Practitioners and Nurses
3,2,01/06/2011,290.5,TAS,TECHNICIANS AND TRADES WORKERS
31,3,01/06/2011,31.96,TAS,"Engineering, ICT and Science Technicians"
32,3,01/06/2011,70.84,TAS,Automotive and Engineering Trades Workers
33,3,01/06/2011,33.4,TAS,Construction Trades Workers
34,3,01/06/2011,38.2,TAS,Electrotechnology and Telecommunications Trades Workers
35,3,01/06/2011,83.85,TAS,Food Trades Workers
36,3,01/06/2011,13.37,TAS,Skilled Animal and Horticultural Workers
3A,3,01/06/2011,23.32,TAS,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/06/2011,4.82,TAS,"Jewellers, Arts and Other Trades Workers"
4,2,01/06/2011,228.2,TAS,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/06/2011,21.33,TAS,Health and Welfare Support Workers
42,3,01/06/2011,56.45,TAS,Carers and Aides
43,3,01/06/2011,119.28,TAS,Hospitality Workers
44,3,01/06/2011,17.45,TAS,Protective Service Workers
45,3,01/06/2011,25.18,TAS,"Sports, Travel and Personal Service Workers"
5,2,01/06/2011,256.16,TAS,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/06/2011,40.21,TAS,Numerical Clerks
56,3,01/06/2011,9.01,TAS,Clerical and Office Support Workers
59,3,01/06/2011,26.27,TAS,Other Clerical and Administrative Workers
5A,3,01/06/2011,41.94,TAS,"Office Managers, Administrators and Secretaries"
5B,3,01/06/2011,143.25,TAS,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/06/2011,224.43,TAS,SALES WORKERS
61,3,01/06/2011,34.8,TAS,Sales Representatives and Agents
62,3,01/06/2011,167.3,TAS,Sales Assistants and Salespersons
63,3,01/06/2011,15.33,TAS,Sales Support Workers
7,2,01/06/2011,133.04,TAS,MACHINERY OPERATORS AND DRIVERS
71,3,01/06/2011,16.11,TAS,Machine and Stationary Plant Operators
72,3,01/06/2011,14.95,TAS,Mobile Plant Operators
7A,3,01/06/2011,99.2,TAS,Drivers and Storepersons
8,2,01/06/2011,309.85,TAS,LABOURERS
81,3,01/06/2011,92.46,TAS,Cleaners and Laundry Workers
82,3,01/06/2011,17.62,TAS,Construction and Mining Labourers
83,3,01/06/2011,30.73,TAS,Factory Process Workers
84,3,01/06/2011,37.03,TAS,"Farm, Forestry and Garden Workers"
85,3,01/06/2011,29.38,TAS,Food Preparation Assistants
89,3,01/06/2011,109.72,TAS,Other Labourers
0,1,01/06/2011,3535.6,NT,NT TOTAL
1,2,01/06/2011,355.57,NT,MANAGERS
11,3,01/06/2011,25.94,NT,"Chief Executives, Managing Directors & Legislators"
12,3,01/06/2011,1.26,NT,Farmers and Farm Managers
14,3,01/06/2011,98.54,NT,"Hospitality, Retail and Service Managers"
1A,3,01/06/2011,99.41,NT,Corporate Managers
1B,3,01/06/2011,108.31,NT,"Construction, Production and Distribution Managers"
1C,3,01/06/2011,36.22,NT,"Health, Education, ICT and Other Managers"
2,2,01/06/2011,701.06,NT,PROFESSIONALS
21,3,01/06/2011,17.41,NT,Arts and Media Professionals
24,3,01/06/2011,44.47,NT,Education Professionals
26,3,01/06/2011,31.28,NT,ICT Professionals
27,3,01/06/2011,95.03,NT,"Legal, Social and Welfare Professionals"
2A,3,01/06/2011,131.78,NT,"Business, Finance and Human Resource Professionals"
2B,3,01/06/2011,28.77,NT,Information Professionals
2C,3,01/06/2011,15.15,NT,"Sales, Marketing & Public Relations Professionals"
2D,3,01/06/2011,39.39,NT,"Transport and Design Professionals, and Architects"
2E,3,01/06/2011,97.36,NT,Engineers
2F,3,01/06/2011,50.52,NT,Science Professionals and Veterinarians
2G,3,01/06/2011,51.33,NT,Health Diagnostic and Therapy Professionals
2H,3,01/06/2011,97.14,NT,Medical Practitioners and Nurses
3,2,01/06/2011,586.42,NT,TECHNICIANS AND TRADES WORKERS
31,3,01/06/2011,68.23,NT,"Engineering, ICT and Science Technicians"
32,3,01/06/2011,188.4,NT,Automotive and Engineering Trades Workers
33,3,01/06/2011,78.1,NT,Construction Trades Workers
34,3,01/06/2011,57.5,NT,Electrotechnology and Telecommunications Trades Workers
35,3,01/06/2011,89.41,NT,Food Trades Workers
36,3,01/06/2011,39.36,NT,Skilled Animal and Horticultural Workers
3A,3,01/06/2011,31.97,NT,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/06/2011,16.77,NT,"Jewellers, Arts and Other Trades Workers"
4,2,01/06/2011,357.34,NT,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/06/2011,79.93,NT,Health and Welfare Support Workers
42,3,01/06/2011,104.64,NT,Carers and Aides
43,3,01/06/2011,77.23,NT,Hospitality Workers
44,3,01/06/2011,34.34,NT,Protective Service Workers
45,3,01/06/2011,56.28,NT,"Sports, Travel and Personal Service Workers"
5,2,01/06/2011,659.13,NT,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/06/2011,91.16,NT,Numerical Clerks
56,3,01/06/2011,13.35,NT,Clerical and Office Support Workers
59,3,01/06/2011,68.8,NT,Other Clerical and Administrative Workers
5A,3,01/06/2011,122.26,NT,"Office Managers, Administrators and Secretaries"
5B,3,01/06/2011,360.42,NT,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/06/2011,229.24,NT,SALES WORKERS
61,3,01/06/2011,39.06,NT,Sales Representatives and Agents
62,3,01/06/2011,172.26,NT,Sales Assistants and Salespersons
63,3,01/06/2011,30.79,NT,Sales Support Workers
7,2,01/06/2011,283.65,NT,MACHINERY OPERATORS AND DRIVERS
71,3,01/06/2011,63.78,NT,Machine and Stationary Plant Operators
72,3,01/06/2011,72,NT,Mobile Plant Operators
7A,3,01/06/2011,148.09,NT,Drivers and Storepersons
8,2,01/06/2011,347.45,NT,LABOURERS
81,3,01/06/2011,86.31,NT,Cleaners and Laundry Workers
82,3,01/06/2011,27.83,NT,Construction and Mining Labourers
83,3,01/06/2011,10.48,NT,Factory Process Workers
84,3,01/06/2011,19.29,NT,"Farm, Forestry and Garden Workers"
85,3,01/06/2011,26.29,NT,Food Preparation Assistants
89,3,01/06/2011,169.8,NT,Other Labourers
0,1,01/06/2011,5226.28,ACT,ACT TOTAL
1,2,01/06/2011,837.79,ACT,MANAGERS
11,3,01/06/2011,31.23,ACT,"Chief Executives, Managing Directors & Legislators"
12,3,01/06/2011,1.12,ACT,Farmers and Farm Managers
14,3,01/06/2011,193.35,ACT,"Hospitality, Retail and Service Managers"
1A,3,01/06/2011,264.96,ACT,Corporate Managers
1B,3,01/06/2011,242.13,ACT,"Construction, Production and Distribution Managers"
1C,3,01/06/2011,112.17,ACT,"Health, Education, ICT and Other Managers"
2,2,01/06/2011,2125.25,ACT,PROFESSIONALS
21,3,01/06/2011,50.9,ACT,Arts and Media Professionals
24,3,01/06/2011,20.79,ACT,Education Professionals
26,3,01/06/2011,1093.96,ACT,ICT Professionals
27,3,01/06/2011,118.55,ACT,"Legal, Social and Welfare Professionals"
2A,3,01/06/2011,276.28,ACT,"Business, Finance and Human Resource Professionals"
2B,3,01/06/2011,165.4,ACT,Information Professionals
2C,3,01/06/2011,96.51,ACT,"Sales, Marketing & Public Relations Professionals"
2D,3,01/06/2011,134.43,ACT,"Transport and Design Professionals, and Architects"
2E,3,01/06/2011,75.64,ACT,Engineers
2F,3,01/06/2011,15.88,ACT,Science Professionals and Veterinarians
2G,3,01/06/2011,42.87,ACT,Health Diagnostic and Therapy Professionals
2H,3,01/06/2011,38.7,ACT,Medical Practitioners and Nurses
3,2,01/06/2011,379.44,ACT,TECHNICIANS AND TRADES WORKERS
31,3,01/06/2011,178.34,ACT,"Engineering, ICT and Science Technicians"
32,3,01/06/2011,37.24,ACT,Automotive and Engineering Trades Workers
33,3,01/06/2011,21.89,ACT,Construction Trades Workers
34,3,01/06/2011,42.72,ACT,Electrotechnology and Telecommunications Trades Workers
35,3,01/06/2011,63.08,ACT,Food Trades Workers
36,3,01/06/2011,17.26,ACT,Skilled Animal and Horticultural Workers
3A,3,01/06/2011,9.16,ACT,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/06/2011,13.59,ACT,"Jewellers, Arts and Other Trades Workers"
4,2,01/06/2011,299.95,ACT,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/06/2011,11.03,ACT,Health and Welfare Support Workers
42,3,01/06/2011,133.59,ACT,Carers and Aides
43,3,01/06/2011,65.83,ACT,Hospitality Workers
44,3,01/06/2011,55.42,ACT,Protective Service Workers
45,3,01/06/2011,33.37,ACT,"Sports, Travel and Personal Service Workers"
5,2,01/06/2011,974.72,ACT,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/06/2011,167.52,ACT,Numerical Clerks
56,3,01/06/2011,21.2,ACT,Clerical and Office Support Workers
59,3,01/06/2011,89.89,ACT,Other Clerical and Administrative Workers
5A,3,01/06/2011,239.71,ACT,"Office Managers, Administrators and Secretaries"
5B,3,01/06/2011,422.43,ACT,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/06/2011,314.24,ACT,SALES WORKERS
61,3,01/06/2011,66.47,ACT,Sales Representatives and Agents
62,3,01/06/2011,213.46,ACT,Sales Assistants and Salespersons
63,3,01/06/2011,34.61,ACT,Sales Support Workers
7,2,01/06/2011,74.89,ACT,MACHINERY OPERATORS AND DRIVERS
71,3,01/06/2011,8.27,ACT,Machine and Stationary Plant Operators
72,3,01/06/2011,15.1,ACT,Mobile Plant Operators
7A,3,01/06/2011,52.23,ACT,Drivers and Storepersons
8,2,01/06/2011,250.88,ACT,LABOURERS
81,3,01/06/2011,35.2,ACT,Cleaners and Laundry Workers
82,3,01/06/2011,8.15,ACT,Construction and Mining Labourers
83,3,01/06/2011,101,ACT,Factory Process Workers
84,3,01/06/2011,4.83,ACT,"Farm, Forestry and Garden Workers"
85,3,01/06/2011,24.42,ACT,Food Preparation Assistants
89,3,01/06/2011,81.52,ACT,Other Labourers
0,1,01/06/2012,177528.72,AUST,AUSTRALIAN TOTAL
1,2,01/06/2012,21606.22,AUST,MANAGERS
11,3,01/06/2012,813.14,AUST,"Chief Executives, Managing Directors & Legislators"
12,3,01/06/2012,66.86,AUST,Farmers and Farm Managers
14,3,01/06/2012,4841.77,AUST,"Hospitality, Retail and Service Managers"
1A,3,01/06/2012,9603.73,AUST,Corporate Managers
1B,3,01/06/2012,4930.52,AUST,"Construction, Production and Distribution Managers"
1C,3,01/06/2012,1350.67,AUST,"Health, Education, ICT and Other Managers"
2,2,01/06/2012,49814.85,AUST,PROFESSIONALS
21,3,01/06/2012,761.48,AUST,Arts and Media Professionals
24,3,01/06/2012,974.69,AUST,Education Professionals
26,3,01/06/2012,10136.23,AUST,ICT Professionals
27,3,01/06/2012,3744.72,AUST,"Legal, Social and Welfare Professionals"
2A,3,01/06/2012,10038.91,AUST,"Business, Finance and Human Resource Professionals"
2B,3,01/06/2012,1745.29,AUST,Information Professionals
2C,3,01/06/2012,2751.79,AUST,"Sales, Marketing & Public Relations Professionals"
2D,3,01/06/2012,2230.74,AUST,"Transport and Design Professionals, and Architects"
2E,3,01/06/2012,9324.87,AUST,Engineers
2F,3,01/06/2012,2908.49,AUST,Science Professionals and Veterinarians
2G,3,01/06/2012,2350.7,AUST,Health Diagnostic and Therapy Professionals
2H,3,01/06/2012,3614.47,AUST,Medical Practitioners and Nurses
3,2,01/06/2012,23076.41,AUST,TECHNICIANS AND TRADES WORKERS
31,3,01/06/2012,5479.54,AUST,"Engineering, ICT and Science Technicians"
32,3,01/06/2012,7407.28,AUST,Automotive and Engineering Trades Workers
33,3,01/06/2012,1840.91,AUST,Construction Trades Workers
34,3,01/06/2012,2395.47,AUST,Electrotechnology and Telecommunications Trades Workers
35,3,01/06/2012,3621.81,AUST,Food Trades Workers
36,3,01/06/2012,701.03,AUST,Skilled Animal and Horticultural Workers
3A,3,01/06/2012,1320.75,AUST,"Hairdressers, Printing, Clothing and Wood Trades Workers"
3B,3,01/06/2012,451.69,AUST,"Jewellers, Arts and Other Trades Workers"
4,2,01/06/2012,11416.9,AUST,COMMUNITY AND PERSONAL SERVICE WORKERS
41,3,01/06/2012,883.4,AUST,Health and Welfare Support Workers
42,3,01/06/2012,4525.54,AUST,Carers and Aides
43,3,01/06/2012,3615.12,AUST,Hospitality Workers
44,3,01/06/2012,662.32,AUST,Protective Service Workers
45,3,01/06/2012,1615.23,AUST,"Sports, Travel and Personal Service Workers"
5,2,01/06/2012,30468,AUST,CLERICAL AND ADMINISTRATIVE WORKERS
55,3,01/06/2012,6801.76,AUST,Numerical Clerks
56,3,01/06/2012,999.93,AUST,Clerical and Office Support Workers
59,3,01/06/2012,4193.46,AUST,Other Clerical and Administrative Workers
5A,3,01/06/2012,5137.8,AUST,"Office Managers, Administrators and Secretaries"
5B,3,01/06/2012,13459.92,AUST,"General-Inquiry Clerks, Call Centre Workers, and Receptionists"
6,2,01/06/2012,16485.99,AUST,SALES WORKERS
61,3,01/06/2012,5039.44,AUST,Sales Representatives and Agents
62,3,01/06/2012,9709.68,AUST,Sales Assistants and Salespersons
63,3,01/06/2012,1710.03,AUST,Sales Support Workers
7,2,01/06/2012,10342.65,AUST,MACHINERY OPERATORS AND DRIVERS
71,3,01/06/2012,2453.72,AUST,Machine and Stationary Plant Operators
72,3,01/06/2012,2509.19,AUST,Mobile Plant Operators
7A,3,01/06/2012,5329,AUST,Drivers and Storepersons
8,2,01/06/2012,14880.8,AUST,LABOURERS
81,3,01/06/2012,2915.25,AUST,Cleaners and Laundry Workers
82,3,01/06/2012,1277.69,AUST,Construction and Mining Labourers
83,3,01/06/2012,2391.39,AUST,Factory Process Workers
84,3,01/06/2012,984.13,AUST,"Farm, Forestry and Garden Workers"
85,3,01/06/2012,1421.8,AUST,Food Preparation Assistants
89,3,01/06/2012,5829.63,AUST,Other Labourers
0,1,01/06/2012,53423.72,NSW,NSW TOTAL
1,2,01/06/2012,7417.36,NSW,MANAGERS
11,3,01/06/2012,238.61,NSW,"Chief Executives, Managing Directors & Legislators"
12,3,01/06/2012,17.47,NSW,Farmers and Farm Managers
14,3,01/06/2012,1451.98,NSW,"Hospitality, Retail and Service Managers"
1A,3,01/06/2012,3880.33,NSW,Corporate Managers
1B,3,01/06/2012,1385.27,NSW,"Construction, Production and Distribution Managers"
1C,3,01/06/2012,433.06,NSW,"Health, Education, ICT and Other Managers"
2,2,01/06/2012,15421.17,NSW,PROFESSIONALS
21,3,01/06/2012,278.02,NSW,Arts and Media Professionals
24,3,01/06/2012,360.27,NSW,Education Professionals
26,3,01/06/2012,3968.43,NSW,ICT Professionals
27,3,01/06/2012,1147.05,NSW,"Legal, Social and Welfare Professionals"
2A,3,01/06/2012,3343.95,NSW,"Business, Finance and Human Resource Professionals"
2B,3,01/06/2012,654.57,NSW,Information Professionals
2C,3,01/06/2012,1173.83,NSW,"Sales, Marketing & Public Relations Professionals"
2D,3,01/06/2012,710.43,NSW,"Transport and Design Professionals, and Architects"
2E,3,01/06/2012,1602.36,NSW,Engineers
2F,3,01/06/2012,395.54,NSW,Science Professionals and Veterinarians
2G,3,01/06/2012,675.97,NSW,Health Diagnostic and Therapy Professionals
2H,3,01/06/2012,1104.47,NSW,Medical Practitioners and Nurses
3,2,01/06/2012,5743.98,NSW,TECHNICIANS AND TRADES WORKERS
31,3,01/06/2012,1452.88,NSW,"Engineering, ICT and Science Technicians"
32,3,01/06/2012,1590.65,NSW,Automotive and Engineering Trades Workers
33,3,01/06/2012,548.07,NSW,Construction Trades Workers
34,3,01/06/2012,570.07,NSW,Electrotechnology and Telecommunications Trades Workers
35,3,01/06/2012,968.43,NSW,Food Trades Workers
36,3,01/06/2012,180.23,NSW,Skilled Animal and Horticultural Workers
